   time(s)     rx(cm)     ry(cm)   phi(rad)    rcx(cm)    rcy(cm)        eta          w
  19.65000   38.64846   12.52254   -3.59272   13.80600    0.13806    0.43704   -1.26723
  19.68000   38.60221   12.63670   -3.62996   13.83633    0.13836    0.42655   -1.21522
  19.71000   38.56091   12.75026   -3.66552   13.87264    0.13873    0.41402   -1.15538
  19.74000   38.52430   12.86265   -3.69919   13.91458    0.13915    0.39956   -1.08926
  19.77000   38.49203   12.97341   -3.73082   13.96097    0.13961    0.38359   -1.01964
  19.80000   38.46372   13.08225   -3.76037   14.00977    0.14010    0.36681   -0.95020
  19.83000   38.43899   13.18907   -3.78789   14.05814    0.14058    0.35019   -0.88483
  19.86000   38.41743   13.29396   -3.81357   14.10277    0.14103    0.33476   -0.82706
  19.89000   38.39872   13.39716   -3.83767   14.14054    0.14141    0.32147   -0.77938
  19.92000   38.38257   13.49904   -3.86050   14.16940    0.14169    0.31091   -0.74290
  19.95000   38.36877   13.59999   -3.88240   14.18909    0.14189    0.30322   -0.71718
  19.98000   38.35717   13.70035   -3.90367   14.20118    0.14201    0.29803   -0.70031
  20.01000   38.34770   13.80040   -3.92451   14.20838    0.14208    0.29458   -0.68941
  20.04000   38.34028   13.90028   -3.94507   14.21342    0.14213    0.29190   -0.68113
  20.07000   38.33488   13.99998   -3.96537   14.21824    0.14218    0.28904   -0.67233
  20.10000   38.33145   14.09939   -3.98537   14.22364    0.14224    0.28528   -0.66070
  20.13000   38.32992   14.19833   -4.00496   14.22943    0.14229    0.28028   -0.64522
  20.16000   38.33021   14.29662   -4.02403   14.23472    0.14235    0.27414   -0.62633
  20.19000   38.33221   14.39410   -4.04251   14.23850    0.14239    0.26740   -0.60586
  20.22000   38.33583   14.49076   -4.06040   14.24023    0.14240    0.26097   -0.58668
  20.25000   38.34101   14.58669   -4.07778   14.24041    0.14240    0.25600   -0.57218
  20.28000   38.34772   14.68213   -4.09485   14.24090    0.14241    0.25361   -0.56553
  20.31000   38.35602   14.77744   -4.11187   14.24457    0.14245    0.25466   -0.56914
  20.34000   38.36598   14.87306   -4.12917   14.25425    0.14254    0.25945   -0.58412
  20.37000   38.37779   14.96941   -4.14708   14.27144    0.14271    0.26771   -0.61001
  20.40000   38.39163   15.06686   -4.16590   14.29568    0.14296    0.27855   -0.64484
  20.43000   38.40772   15.16568   -4.18586   14.32493    0.14325    0.29077   -0.68538
  20.46000   38.42628   15.26593   -4.20705   14.35638    0.14356    0.30306   -0.72769
  20.49000   38.44749   15.36755   -4.22948   14.38722    0.14387    0.31424   -0.76774
  20.52000   38.47147   15.47027   -4.25303   14.41509    0.14415    0.32348   -0.80209
  20.55000   38.49827   15.57373   -4.27749   14.43831    0.14438    0.33029   -0.82842
  20.58000   38.52787   15.67750   -4.30260   14.45592    0.14456    0.33459   -0.84584
  20.61000   38.56021   15.78117   -4.32812   14.46783    0.14468    0.33665   -0.85502
  20.64000   38.59520   15.88436   -4.35381   14.47491    0.14475    0.33705   -0.85790
  20.67000   38.63272   15.98683   -4.37954   14.47902    0.14479    0.33653   -0.85730
  20.70000   38.67274   16.08845   -4.40524   14.48281    0.14483    0.33590   -0.85631
  20.73000   38.71523   16.18919   -4.43095   14.48923    0.14489    0.33587   -0.85763
  20.76000   38.76025   16.28913   -4.45676   14.50066    0.14501    0.33689   -0.86302
  20.79000   38.80790   16.38834   -4.48280   14.51806    0.14518    0.33907   -0.87297
  20.82000   38.85827   16.48690   -4.50919   14.54049    0.14540    0.34214   -0.88651
  20.85000   38.91146   16.58482   -4.53601   14.56518    0.14565    0.34551   -0.90146
  20.88000   38.96750   16.68198   -4.56326   14.58815    0.14588    0.34841   -0.91479
  20.91000   39.02632   16.77820   -4.59083   14.60495    0.14605    0.35006   -0.92322
  20.94000   39.08777   16.87316   -4.61853   14.61127    0.14611    0.34977   -0.92390
  20.97000   39.15155   16.96654   -4.64612   14.60339    0.14603    0.34711   -0.91502
  21.00000   39.21732   17.05799   -4.67328   14.57862    0.14579    0.34195   -0.89620
  21.03000   39.28469   17.14723   -4.69976   14.53581    0.14536    0.33451   -0.86873
  21.06000   39.35328   17.23407   -4.72532   14.47629    0.14476    0.32540   -0.83545
  21.09000   39.42283   17.31846   -4.74986   14.40490    0.14405    0.31561   -0.80038
  21.12000   39.49318   17.40049   -4.77339   14.33102    0.14331    0.30636   -0.76811
  21.15000   39.56436   17.48037   -4.79605   14.26820    0.14268    0.29896   -0.74309
  21.18000   39.63654   17.55839   -4.81813   14.23160    0.14232    0.29456   -0.72896
  21.21000   39.71006   17.63489   -4.83999   14.23302    0.14233    0.29390   -0.72793
  21.24000   39.78535   17.71018   -4.86201   14.27594    0.14276    0.29709   -0.74041
  21.27000   39.86285   17.78452   -4.88459   14.35398    0.14354    0.30361   -0.76500
  21.30000   39.94300   17.85806   -4.90805   14.45378    0.14454    0.31242   -0.79863
  21.33000   40.02610   17.93080   -4.93258   14.55999    0.14560    0.32223   -0.83707
  21.36000   40.11233   18.00262   -4.95827   14.65940    0.14659    0.33173   -0.87561
  21.39000   40.20168   18.07328   -4.98505   14.74265    0.14743    0.33982   -0.90972
  21.42000   40.29399   18.14248   -5.01274   14.80420    0.14804    0.34572   -0.93577
  21.45000   40.38892   18.20987   -5.04105   14.84160    0.14842    0.34900   -0.95152
  21.48000   40.48607   18.27514   -5.06966   14.85483    0.14855    0.34963   -0.95638
  21.51000   40.58497   18.33804   -5.09828   14.84592    0.14846    0.34790   -0.95140
  21.54000   40.68523   18.39841   -5.12664   14.81899    0.14819    0.34437   -0.93902
  21.57000   40.78652   18.45616   -5.15456   14.78022    0.14780    0.33983   -0.92256
  21.60000   40.88865   18.51131   -5.18198   14.73755    0.14738    0.33513   -0.90559
  21.63000   40.99159   18.56391   -5.20894   14.69965    0.14700    0.33108   -0.89136
  21.66000   41.09539   18.61404   -5.23554   14.67411    0.14674    0.32827   -0.88219
  21.69000   41.20023   18.66176   -5.26196   14.66533    0.14665    0.32700   -0.87913
  21.72000   41.30629   18.70713   -5.28838   14.67315    0.14673    0.32719   -0.88182
  21.75000   41.41374   18.75015   -5.31493   14.69278    0.14693    0.32840   -0.88859
  21.78000   41.52263   18.79077   -5.34171   14.71616    0.14716    0.32994   -0.89676
  21.81000   41.63291   18.82893   -5.36871   14.73385    0.14734    0.33102   -0.90316
  21.84000   41.74441   18.86455   -5.39583   14.73662    0.14737    0.33089   -0.90464
  21.87000   41.85679   18.89758   -5.42288   14.71645    0.14716    0.32890   -0.89865
  21.90000   41.96963   18.92800   -5.44961   14.66687    0.14667    0.32465   -0.88360
  21.93000   42.08246   18.95584   -5.47575   14.58316    0.14583    0.31799   -0.85918
  21.96000   42.19483   18.98120   -5.50104   14.46257    0.14463    0.30905   -0.82636
  21.99000   42.30633   19.00423   -5.52524   14.30508    0.14305    0.29825   -0.78729
  22.02000   42.41670   19.02510   -5.54822   14.11451    0.14115    0.28628   -0.74493
  22.05000   42.52579   19.04400   -5.56994   13.89995    0.13900    0.27398   -0.70264
  22.08000   42.63361   19.06111   -5.59043   13.67668    0.13677    0.26232   -0.66372
  22.11000   42.74032   19.07656   -5.60985   13.46552    0.13466    0.25221   -0.63093
  22.14000   42.84617   19.09045   -5.62841   13.28925    0.13289    0.24437   -0.60622
  22.17000   42.95150   19.10283   -5.64636   13.16674    0.13167    0.23920   -0.59045
  22.20000   43.05664   19.11369   -5.66397   13.10674    0.13107    0.23673   -0.58340
  22.23000   43.16191   19.12301   -5.68148   13.10518    0.13105    0.23662   -0.58389
  22.26000   43.26757   19.13070   -5.69908   13.14720    0.13147    0.23825   -0.58997
  22.29000   43.37377   19.13672   -5.71692   13.21248    0.13212    0.24086   -0.59923
  22.32000   43.48058   19.14099   -5.73505   13.28066    0.13281    0.24365   -0.60918
  22.35000   43.58793   19.14348   -5.75345   13.33473    0.13335    0.24591   -0.61748
  22.38000   43.69570   19.14417   -5.77204   13.36214    0.13362    0.24707   -0.62221
  22.41000   43.80367   19.14310   -5.79071   13.35436    0.13354    0.24675   -0.62204
  22.44000   43.91162   19.14031   -5.80928   13.30580    0.13306    0.24472   -0.61623
  22.47000   44.01927   19.13592   -5.82759   13.21272    0.13213    0.24091   -0.60462
  22.50000   44.12637   19.13005   -5.84548   13.07231    0.13072    0.23538   -0.58753
  22.53000   44.23271   19.12283   -5.86277   12.88193    0.12882    0.22828   -0.56562
  22.56000   44.33809   19.11444   -5.87935   12.63853    0.12639    0.21980   -0.53973
  22.59000   44.44236   19.10502   -5.89511   12.33811    0.12338    0.21016   -0.51075
  22.62000   44.54541   19.09473   -5.90997   11.97525    0.11975    0.19958   -0.47956
  22.65000   44.64718   19.08373   -5.92386   11.54266    0.11543    0.18827   -0.44695
  22.68000   44.74762   19.07215   -5.93677   11.03105    0.11031    0.17643   -0.41362
  22.71000   44.84673   19.06012   -5.94868   10.42935    0.10429    0.16426   -0.38022
  22.74000   44.94453   19.04775   -5.95959    9.72609    0.09726    0.15200   -0.34739
  22.77000   45.04105   19.03513   -5.96954    8.91257    0.08913    0.13990   -0.31581
  22.80000   45.13638   19.02234   -5.97857    7.98922    0.07989    0.12830   -0.28624
  22.83000   45.23060   19.00940   -5.98676    6.97652    0.06977    0.11760   -0.25958
  22.86000   45.32386   18.99634   -5.99420    5.93035    0.05930    0.10826   -0.23678
  22.89000   45.41632   18.98314   -6.00104    4.95689    0.04957    0.10081   -0.21891
  22.92000   45.50819   18.96972   -6.00743    4.21241    0.04212    0.09576   -0.20699
  22.95000   45.59972   18.95598   -6.01356    3.86796    0.03868    0.09360   -0.20197
  22.98000   45.69117   18.94177   -6.01966    4.03654    0.04037    0.09467   -0.20457
  23.01000   45.78282   18.92693   -6.02596    4.70570    0.04706    0.09910   -0.21523
  23.04000   45.87496   18.91123   -6.03270    5.73637    0.05736    0.10681   -0.23393
  23.07000   45.96787   18.89445   -6.04011    6.93272    0.06933    0.11741   -0.26013
